,start_time,end_time,wav_filename,emotion,val,act,dom
0,6.7700,8.4600,Ses01M_impro01_F000,ang,1.5000,3.5000,4.5000
1,8.5500,10.6000,Ses01M_impro01_F001,ang,2.5000,3.5000,3.5000
2,14.4600,18.2300,Ses01M_impro01_F002,xxx,3.0000,3.0000,3.5000
3,19.4800,23.4300,Ses01M_impro01_F003,xxx,3.0000,3.0000,3.0000
4,23.4300,26.4675,Ses01M_impro01_F004,fru,2.5000,3.5000,3.5000
5,28.4100,30.9600,Ses01M_impro01_F005,xxx,2.5000,3.0000,3.5000
6,36.1500,38.6000,Ses01M_impro01_F006,xxx,2.5000,3.0000,4.0000
7,39.8900,43.3100,Ses01M_impro01_F007,ang,2.0000,3.5000,4.0000
8,43.3100,47.0461,Ses01M_impro01_F008,ang,1.5000,4.0000,4.5000
9,52.3400,55.1200,Ses01M_impro01_F009,xxx,2.5000,2.5000,4.0000
10,56.1600,58.1800,Ses01M_impro01_F010,fru,3.0000,3.0000,4.0000
11,61.0500,63.2100,Ses01M_impro01_F011,ang,2.0000,4.0000,4.5000
12,65.5450,67.4700,Ses01M_impro01_F012,ang,2.5000,2.5000,4.0000
13,69.4500,70.8400,Ses01M_impro01_F013,xxx,3.0000,2.5000,3.5000
14,71.3650,74.4600,Ses01M_impro01_F014,xxx,2.5000,3.0000,3.0000
15,74.6775,80.6875,Ses01M_impro01_F015,fru,1.5000,4.0000,4.5000
16,86.3400,87.8700,Ses01M_impro01_F016,xxx,3.0000,3.0000,3.0000
17,91.2800,94.5350,Ses01M_impro01_F017,xxx,3.0000,3.0000,3.5000
18,95.2400,98.2100,Ses01M_impro01_F018,xxx,2.5000,3.0000,4.0000
19,98.4600,102.0700,Ses01M_impro01_F019,ang,1.0000,4.5000,4.5000
20,105.7600,109.0900,Ses01M_impro01_F020,ang,1.0000,4.0000,5.0000
21,109.1900,114.1025,Ses01M_impro01_F021,ang,1.0000,4.5000,5.0000
22,114.1300,124.8200,Ses01M_impro01_F022,ang,1.0000,5.0000,5.0000
23,129.1200,131.0325,Ses01M_impro01_F023,xxx,3.0000,2.5000,3.0000
24,132.8900,136.6025,Ses01M_impro01_F024,neu,3.0000,2.5000,3.0000
25,137.0600,140.4900,Ses01M_impro01_F025,neu,3.0000,3.0000,4.0000
26,146.6075,148.2600,Ses01M_impro01_F026,xxx,3.0000,3.0000,3.0000
27,148.5800,149.6700,Ses01M_impro01_F027,xxx,3.0000,2.5000,3.0000
28,156.1500,160.5100,Ses01M_impro01_F028,xxx,1.5000,3.0000,4.5000
29,160.7000,164.8250,Ses01M_impro01_F029,xxx,1.5000,3.5000,4.5000
30,164.8725,167.2100,Ses01M_impro01_F030,xxx,2.5000,2.5000,4.0000
31,8.2208,11.2800,Ses01M_impro01_M000,fru,3.0000,3.5000,2.5000
32,11.3200,13.7700,Ses01M_impro01_M001,fru,2.5000,3.5000,3.0000
33,13.7700,16.8800,Ses01M_impro01_M002,fru,2.5000,3.0000,3.5000
34,17.6600,20.1400,Ses01M_impro01_M003,neu,2.5000,3.0000,2.5000
35,22.8900,24.2800,Ses01M_impro01_M004,xxx,2.5000,2.5000,2.0000
36,25.9400,29.0700,Ses01M_impro01_M005,fru,2.5000,3.0000,3.5000
37,29.3900,38.1500,Ses01M_impro01_M006,fru,1.5000,4.0000,4.5000
38,38.3300,40.2700,Ses01M_impro01_M007,fru,2.0000,3.5000,3.5000
39,46.0100,47.1100,Ses01M_impro01_M008,fru,2.0000,3.0000,3.0000
40,47.1100,52.4200,Ses01M_impro01_M009,fru,1.5000,4.0000,4.5000
41,54.4900,56.7100,Ses01M_impro01_M010,neu,2.0000,3.0000,3.0000
42,57.7900,62.2800,Ses01M_impro01_M011,fru,2.0000,3.5000,4.0000
43,62.7800,66.0300,Ses01M_impro01_M012,fru,2.0000,3.5000,3.5000
44,66.8475,70.0400,Ses01M_impro01_M013,fru,2.5000,3.0000,3.5000
45,70.5150,71.6950,Ses01M_impro01_M014,xxx,3.5000,2.5000,3.0000
46,73.1425,75.0125,Ses01M_impro01_M015,fru,2.0000,3.5000,4.0000
47,80.1900,82.3000,Ses01M_impro01_M016,fru,2.5000,4.0000,3.0000
48,83.6300,86.3600,Ses01M_impro01_M017,fru,2.5000,3.5000,4.0000
49,86.3800,92.0500,Ses01M_impro01_M018,fru,1.5000,4.5000,4.5000
50,93.8800,96.7900,Ses01M_impro01_M019,fru,2.0000,3.5000,3.5000
51,96.9100,100.5300,Ses01M_impro01_M020,ang,1.5000,4.5000,4.0000
52,102.1700,107.5000,Ses01M_impro01_M021,xxx,1.5000,4.0000,4.5000
53,109.1400,110.5100,Ses01M_impro01_M022,fru,2.5000,2.5000,3.0000
54,110.6900,113.2200,Ses01M_impro01_M023,fru,2.0000,2.5000,3.0000
55,113.5575,116.1800,Ses01M_impro01_M024,xxx,1.5000,4.0000,4.0000
56,118.8350,122.1800,Ses01M_impro01_M025,ang,1.5000,4.0000,4.5000
57,123.9900,130.7200,Ses01M_impro01_M026,fru,3.0000,3.0000,4.0000
58,130.7200,134.1850,Ses01M_impro01_M027,fru,2.5000,4.0000,4.0000
59,136.1100,138.5100,Ses01M_impro01_M028,fru,2.5000,3.0000,3.0000
60,139.9600,147.9500,Ses01M_impro01_M029,xxx,2.0000,4.0000,4.0000
61,148.0000,149.1200,Ses01M_impro01_M030,ang,1.5000,3.0000,4.0000
62,149.1800,151.8500,Ses01M_impro01_M031,ang,1.5000,3.5000,4.5000
63,151.8500,157.3600,Ses01M_impro01_M032,ang,1.5000,4.5000,4.5000
64,158.6300,163.6625,Ses01M_impro01_M033,fru,1.0000,3.5000,4.5000
65,8.0737,11.4700,Ses01M_impro02_F000,neu,3.0000,2.5000,2.5000
66,24.1500,26.9800,Ses01M_impro02_F001,xxx,2.0000,3.5000,3.5000
67,29.3500,32.4600,Ses01M_impro02_F002,sur,2.0000,4.0000,4.0000
68,35.4000,38.6000,Ses01M_impro02_F003,fru,2.0000,3.0000,3.5000
69,40.1000,42.3725,Ses01M_impro02_F004,fru,2.5000,3.5000,3.0000
70,42.4950,45.8200,Ses01M_impro02_F005,fru,1.5000,3.0000,4.5000
71,53.4950,54.9950,Ses01M_impro02_F006,fru,2.5000,2.5000,2.5000
72,58.9800,62.1100,Ses01M_impro02_F007,fru,2.0000,3.5000,4.0000
73,78.4800,79.7450,Ses01M_impro02_F008,fru,2.0000,3.0000,2.5000
74,85.8400,89.1400,Ses01M_impro02_F009,sad,2.5000,2.5000,2.5000
75,90.3900,93.6500,Ses01M_impro02_F010,sad,2.5000,2.5000,3.0000
76,116.8900,122.5200,Ses01M_impro02_F011,xxx,2.0000,3.5000,2.5000
77,128.8300,131.1175,Ses01M_impro02_F012,xxx,2.5000,2.0000,2.5000
78,144.5400,148.6000,Ses01M_impro02_F013,sad,3.0000,3.5000,3.5000
79,152.3100,154.9183,Ses01M_impro02_F014,xxx,4.0000,3.0000,3.0000
80,157.4200,160.1100,Ses01M_impro02_F015,sad,2.5000,2.0000,2.5000
81,167.9100,170.7700,Ses01M_impro02_F016,xxx,4.0000,3.0000,3.0000
82,172.4100,177.3500,Ses01M_impro02_F017,sad,4.0000,3.5000,3.0000
83,185.5400,190.3600,Ses01M_impro02_F018,xxx,4.5000,3.5000,3.0000
84,201.7575,204.0500,Ses01M_impro02_F019,sad,3.0000,3.0000,3.0000
85,209.9500,214.8100,Ses01M_impro02_F020,xxx,3.5000,2.5000,3.0000
86,216.9250,219.1300,Ses01M_impro02_F021,xxx,4.0000,2.0000,3.5000
87,4.5582,7.8600,Ses01M_impro02_M000,neu,3.0000,2.5000,2.5000
88,13.7600,17.5200,Ses01M_impro02_M001,sad,2.0000,2.0000,3.5000
89,19.3300,23.6300,Ses01M_impro02_M002,sad,2.5000,2.5000,2.5000
90,27.1100,29.8250,Ses01M_impro02_M003,sad,2.0000,2.5000,3.0000
91,38.6100,41.3300,Ses01M_impro02_M004,xxx,1.5000,2.5000,3.0000
92,42.4225,44.3500,Ses01M_impro02_M005,xxx,2.5000,2.0000,2.0000
93,47.1900,49.6300,Ses01M_impro02_M006,fru,1.5000,2.0000,2.0000
94,49.6600,58.1800,Ses01M_impro02_M007,sad,2.0000,3.0000,3.0000
95,66.1600,70.1800,Ses01M_impro02_M008,xxx,1.5000,3.5000,3.5000
96,75.7300,78.6525,Ses01M_impro02_M009,sad,2.0000,2.5000,3.5000
97,79.1800,81.8600,Ses01M_impro02_M010,sad,2.0000,2.0000,2.5000
98,82.0900,86.2800,Ses01M_impro02_M011,sad,2.5000,2.5000,3.5000
99,88.8250,90.6550,Ses01M_impro02_M012,sad,3.0000,1.5000,1.5000
100,95.4500,99.8750,Ses01M_impro02_M013,sad,1.5000,3.0000,3.5000
101,106.1000,114.4400,Ses01M_impro02_M014,sad,2.0000,2.0000,3.5000
102,115.0275,117.3100,Ses01M_impro02_M015,sad,2.0000,2.0000,2.5000
103,122.0300,126.4200,Ses01M_impro02_M016,sad,2.5000,3.0000,3.5000
104,131.0600,137.7400,Ses01M_impro02_M017,sad,3.0000,2.0000,3.0000
105,137.7500,140.9400,Ses01M_impro02_M018,sad,3.0000,2.0000,3.5000
106,149.0600,152.5800,Ses01M_impro02_M019,sad,3.0000,2.0000,3.0000
107,154.4300,156.5100,Ses01M_impro02_M020,sad,3.5000,1.5000,3.0000
108,163.8000,167.5600,Ses01M_impro02_M021,sad,2.5000,2.5000,2.5000
109,170.9400,173.0100,Ses01M_impro02_M022,sad,3.5000,3.0000,2.5000
110,183.7700,189.0800,Ses01M_impro02_M023,sad,1.5000,2.5000,3.5000
111,198.5500,201.2800,Ses01M_impro02_M024,xxx,1.5000,2.5000,1.5000
112,214.5900,217.0400,Ses01M_impro02_M025,sad,3.0000,2.5000,3.5000
113,5.0200,6.8500,Ses01M_impro03_F000,xxx,3.5000,3.0000,2.5000
114,10.7900,12.0800,Ses01M_impro03_F001,sur,4.0000,3.5000,3.0000
115,12.3700,13.7468,Ses01M_impro03_F002,exc,2.5000,3.0000,3.0000
116,16.1900,17.7425,Ses01M_impro03_F003,exc,3.5000,3.0000,3.0000
117,19.6000,22.1975,Ses01M_impro03_F004,exc,4.0000,3.5000,3.5000
118,26.0000,33.2100,Ses01M_impro03_F005,exc,4.5000,4.5000,4.0000
119,35.5000,39.2350,Ses01M_impro03_F006,exc,4.0000,4.5000,4.5000
120,39.4500,43.7800,Ses01M_impro03_F007,exc,5.0000,4.0000,4.5000
121,47.3200,54.5200,Ses01M_impro03_F008,exc,4.0000,3.5000,4.0000
122,55.9325,59.7100,Ses01M_impro03_F009,exc,4.0000,3.5000,3.0000
123,61.1325,72.1900,Ses01M_impro03_F010,exc,3.5000,4.5000,4.0000
124,72.4875,80.9000,Ses01M_impro03_F011,exc,4.5000,3.5000,4.0000
125,80.9300,88.4500,Ses01M_impro03_F012,exc,4.0000,3.5000,4.0000
126,90.1100,91.8400,Ses01M_impro03_F013,exc,4.5000,3.5000,4.0000
127,92.8700,96.1300,Ses01M_impro03_F014,exc,4.5000,4.0000,4.0000
128,97.3500,103.9875,Ses01M_impro03_F015,exc,4.5000,4.5000,4.5000
129,104.6375,109.0600,Ses01M_impro03_F016,exc,4.5000,4.0000,4.0000
130,113.7900,116.7000,Ses01M_impro03_F017,neu,3.0000,2.0000,2.5000
131,117.2100,118.4700,Ses01M_impro03_F018,neu,3.5000,2.5000,3.0000
132,120.0300,123.6400,Ses01M_impro03_F019,exc,4.0000,4.0000,3.5000
133,123.9600,125.7400,Ses01M_impro03_F020,exc,4.0000,3.0000,2.5000
134,128.0600,131.5900,Ses01M_impro03_F021,neu,3.5000,3.0000,3.5000
135,132.1600,136.1500,Ses01M_impro03_F022,exc,4.5000,4.0000,3.5000
136,136.2900,144.0700,Ses01M_impro03_F023,exc,4.0000,4.5000,4.0000
137,144.6100,146.4100,Ses01M_impro03_F024,exc,4.0000,3.0000,3.0000
138,147.1700,150.8450,Ses01M_impro03_F025,exc,4.0000,3.5000,3.0000
139,151.2600,153.9075,Ses01M_impro03_F026,exc,4.0000,3.5000,3.5000
140,2.9200,5.5600,Ses01M_impro03_M000,exc,4.0000,3.0000,2.5000
141,6.3100,11.5700,Ses01M_impro03_M001,exc,3.5000,3.5000,3.0000
142,11.7000,12.9800,Ses01M_impro03_M002,xxx,3.5000,2.5000,2.5000
143,13.2600,16.8700,Ses01M_impro03_M003,neu,3.5000,2.5000,2.5000
144,17.2800,26.5400,Ses01M_impro03_M004,exc,3.5000,4.0000,4.0000
145,26.6000,30.7900,Ses01M_impro03_M005,exc,4.5000,4.5000,4.0000
146,32.0500,39.5125,Ses01M_impro03_M006,neu,4.0000,4.0000,3.0000
147,39.5775,47.6600,Ses01M_impro03_M007,exc,5.0000,4.5000,4.5000
148,48.0800,63.1475,Ses01M_impro03_M008,exc,4.0000,4.0000,3.5000
149,63.6350,64.9500,Ses01M_impro03_M009,xxx,3.5000,2.5000,2.5000
150,70.9500,73.6300,Ses01M_impro03_M010,exc,4.0000,4.0000,3.5000
151,73.6700,75.9600,Ses01M_impro03_M011,exc,4.5000,4.0000,3.5000
152,80.7600,82.4800,Ses01M_impro03_M012,exc,4.0000,3.0000,3.0000
153,84.5075,86.6600,Ses01M_impro03_M013,exc,4.0000,2.5000,3.0000
154,87.4200,90.9600,Ses01M_impro03_M014,neu,3.0000,3.0000,3.0000
155,91.3700,93.4700,Ses01M_impro03_M015,exc,3.5000,2.5000,3.0000
156,94.7700,98.7000,Ses01M_impro03_M016,exc,4.5000,4.0000,3.5000
157,103.1000,114.4300,Ses01M_impro03_M017,exc,4.0000,4.0000,3.0000
158,115.8400,117.8900,Ses01M_impro03_M018,neu,3.0000,2.0000,2.5000
159,117.9800,121.7600,Ses01M_impro03_M019,exc,3.5000,3.0000,2.5000
160,121.8300,125.1400,Ses01M_impro03_M020,exc,3.5000,3.0000,3.5000
161,125.3200,134.0075,Ses01M_impro03_M021,neu,3.5000,3.0000,3.5000
162,135.6600,145.4400,Ses01M_impro03_M022,exc,3.5000,4.5000,4.0000
163,145.9700,150.5100,Ses01M_impro03_M023,exc,4.5000,3.5000,3.5000
164,150.5800,152.0400,Ses01M_impro03_M024,exc,4.0000,3.0000,3.0000
165,152.1000,153.2500,Ses01M_impro03_M025,xxx,4.0000,2.5000,3.0000
166,7.6300,8.5700,Ses01M_impro07_F000,neu,4.0000,2.0000,2.5000
167,13.9500,21.1200,Ses01M_impro07_F001,exc,4.5000,4.0000,3.0000
168,23.8800,25.2500,Ses01M_impro07_F002,xxx,3.5000,3.0000,2.0000
169,27.0600,29.8100,Ses01M_impro07_F003,exc,3.5000,3.0000,3.0000
170,30.3100,33.0800,Ses01M_impro07_F004,exc,4.0000,3.5000,3.0000
171,33.7200,37.2700,Ses01M_impro07_F005,exc,4.5000,4.0000,3.0000
172,37.8800,42.5825,Ses01M_impro07_F006,exc,3.5000,3.5000,3.0000
173,45.1450,49.2825,Ses01M_impro07_F007,exc,3.5000,2.5000,3.0000
174,49.6400,52.1000,Ses01M_impro07_F008,exc,4.0000,2.5000,3.0000
175,52.4600,57.4562,Ses01M_impro07_F009,exc,4.0000,2.5000,3.5000
176,58.7800,60.2100,Ses01M_impro07_F010,neu,3.0000,2.0000,2.0000
177,60.8100,66.7700,Ses01M_impro07_F011,exc,3.0000,2.5000,2.5000
178,68.6400,72.3500,Ses01M_impro07_F012,neu,4.0000,3.0000,2.5000
179,72.8400,76.2300,Ses01M_impro07_F013,exc,3.5000,2.5000,2.5000
180,76.5900,87.8575,Ses01M_impro07_F014,exc,4.0000,3.0000,3.0000
181,88.4125,92.4100,Ses01M_impro07_F015,exc,4.0000,2.5000,2.5000
182,95.2600,101.5000,Ses01M_impro07_F016,exc,4.0000,3.0000,2.5000
183,101.6200,109.0200,Ses01M_impro07_F017,xxx,3.5000,2.5000,3.0000
184,111.5900,116.3400,Ses01M_impro07_F018,exc,3.5000,3.0000,2.5000
185,116.5000,119.0250,Ses01M_impro07_F019,xxx,4.0000,3.0000,3.0000
186,121.1500,125.2500,Ses01M_impro07_F020,neu,3.0000,2.5000,2.5000
187,125.3100,132.5725,Ses01M_impro07_F021,exc,3.5000,3.0000,2.5000
188,132.8600,138.1200,Ses01M_impro07_F022,exc,4.0000,3.5000,3.5000
189,139.0700,141.8000,Ses01M_impro07_F023,exc,4.0000,3.0000,2.5000
190,141.9900,144.4850,Ses01M_impro07_F024,exc,3.5000,3.0000,2.5000
191,144.6600,148.2650,Ses01M_impro07_F025,exc,4.0000,3.5000,2.5000
192,149.7100,154.9200,Ses01M_impro07_F026,exc,4.0000,4.0000,3.5000
193,156.1800,167.8000,Ses01M_impro07_F027,exc,4.5000,4.0000,3.0000
194,171.7300,174.2000,Ses01M_impro07_F028,xxx,3.0000,2.5000,2.5000
195,174.9300,180.9100,Ses01M_impro07_F029,xxx,3.0000,3.0000,2.5000
196,183.0200,184.7200,Ses01M_impro07_F030,xxx,3.5000,2.5000,2.5000
197,185.4225,188.8425,Ses01M_impro07_F031,xxx,3.0000,2.5000,3.0000
198,191.0500,192.2475,Ses01M_impro07_F032,xxx,3.0000,2.5000,2.0000
199,192.7000,195.0500,Ses01M_impro07_F033,hap,3.0000,3.0000,3.0000
200,195.1700,205.4775,Ses01M_impro07_F034,hap,4.0000,3.5000,3.5000
201,2.6812,7.9800,Ses01M_impro07_M000,exc,4.0000,4.0000,3.0000
202,8.2200,14.7500,Ses01M_impro07_M001,exc,4.0000,3.0000,3.0000
203,15.5400,20.6700,Ses01M_impro07_M002,exc,5.0000,3.5000,4.0000
204,20.9200,34.3800,Ses01M_impro07_M003,exc,4.0000,4.0000,3.0000
205,34.7600,38.6600,Ses01M_impro07_M004,exc,4.5000,3.5000,2.5000
206,38.7800,48.2800,Ses01M_impro07_M005,exc,4.0000,4.0000,3.0000
207,48.7300,52.8600,Ses01M_impro07_M006,hap,4.0000,3.0000,2.0000
208,54.6300,56.3100,Ses01M_impro07_M007,exc,4.0000,4.0000,2.5000
209,56.5300,61.3500,Ses01M_impro07_M008,exc,4.0000,3.0000,2.5000
210,61.5900,63.5600,Ses01M_impro07_M009,exc,3.0000,2.5000,2.5000
211,66.3983,78.9000,Ses01M_impro07_M010,exc,3.5000,3.0000,3.0000
212,80.6825,83.8200,Ses01M_impro07_M011,hap,4.0000,3.0000,2.5000
213,87.4300,90.4400,Ses01M_impro07_M012,xxx,3.5000,2.5000,2.5000
